0	"Range of amounts of caffeine in one cup of coffee, 27–200 milligrams"	is	7.34846922834953e-05	kg
0	"US dollar bill, 1 gram"	is	0.001	kg
0	"Coins of one Euro and one U.S. dollar"	is	0.008	kg
0	"An orange, 100–200 grams"	is	0.141	kg
0	"Smallest breed of dog, Chihuahua"	is	1.73205080756888	kg
0	"Typical laptop computer, 2010"	is	1.73205080756888	kg
0	"Newborn human baby"	is	3.16227766016838	kg
0	"A CRT computer monitor or television set"	is	17.3205080756888	kg
0	"Grand piano"	is	328.6335345031	kg
0	"Maximum gross mass of a semi-trailer truck in the EU, 40–44 tonnes"	is	40000.0	kg
0	"Largest dinosaur, Argentinosaurus, 73 tonnes"	is	73000.0	kg
0	"World's heaviest aircraft: Antonov An-225, maximum take-off mass: 600 tonnes, payload: 250 tonnes"	is	600000.0	kg
0	"RMS Titanic when fully loaded, 52,000 tonnes"	is	52000000.0	kg
0	"Great Pyramid of Giza"	is	6000000000.0	kg
0	"Amount of concrete in the Three Gorges Dam, the world's largest concrete structure"	is	60000000000.0	kg
0	Earth	is	6.0e+24	kg
0	"Area of a dot printed using 300 dots per inch resolution"	is	7.0e-09	sqmeter
0	"Area of the head of a pin"	is	2.0e-06	sqmeter
0	"Area of one side of a U.S. penny"	is	0.00029	sqmeter
0	"Area of a typical postage stamp"	is	0.0005	sqmeter
0	"Area of the face of a credit card"	is	0.0046	sqmeter
0	"American letter paper, 11 × 8.5 inches, ""A"" size"	is	0.06	sqmeter
0	"A parking space"	is	14.142135623731	sqmeter
0	"Size of a volleyball court, 18 × 9 metres"	is	162.0	sqmeter
0	"Size of an American football field"	is	5400.0	sqmeter
0	"Vatican City"	is	440000.0	sqmeter
0	"Los Angeles, California, USA, city"	is	1290000000.0	sqmeter
0	Africa	is	30000000000000.0	sqmeter
0	"Land area of Earth"	is	150000000000000.0	sqmeter
0	"Water area of Earth"	is	360000000000000.0	sqmeter
0	"Total surface area of Earth"	is	510000000000000.0	sqmeter
